comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
UgyKV-n01icYN2dnt4l4AaABAg.A-W-AVuLaiRA-WC7prN6xv,V5jVJGTNsP8,reply,UgyKV-n01icYN2dnt4l4AaABAg,@toe1127,http://www.youtube.com/@toe1127,침착맨을 울린 4.0의 배달비 예상능력,150,2024-02-07T09:57:25Z,2024-02-07T09:57:25Z,0,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
UgyKV-n01icYN2dnt4l4AaABAg.A-W-AVuLaiRA-WMRL6rcaW,V5jVJGTNsP8,reply,UgyKV-n01icYN2dnt4l4AaABAg,@김현민-g9l,http://www.youtube.com/@%EA%B9%80%ED%98%84%EB%AF%BC-g9l,챗Gpt 초대석 가나...?,81,2024-02-07T11:27:28Z,2024-02-07T11:27:28Z,0,surprise,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3
UgyKV-n01icYN2dnt4l4AaABAg.A-W-AVuLaiRA-WR7yVjGUy,V5jVJGTNsP8,reply,UgyKV-n01icYN2dnt4l4AaABAg,@king_SFP,http://www.youtube.com/@king_SFP,&#39;뭔가 어리바리한데 선임을 기가 맥히게 멕이던 신입이 1년쯤 구르더니 이제는 사수랑 자연스럽게 농담따먹기를 진행 중이다&#39;,162,2024-02-07T12:08:31Z,2024-02-07T12:08:31Z,0,joy,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.4
Ugw4toeO0H6FGL24yZx4AaABAg,V5jVJGTNsP8,main_comment,,@하늘기린-l1v,http://www.youtube.com/@%ED%95%98%EB%8A%98%EA%B8%B0%EB%A6%B0-l1v,ai한테 기강 잡히는 침ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1715,2024-02-07T08:07:54Z,2024-02-07T08:07:54Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugwq9WHBU7MOr9wtkKV4AaABAg,V5jVJGTNsP8,main_comment,,@신준-v5i,http://www.youtube.com/@%EC%8B%A0%EC%A4%80-v5i,미친....챗지피티 이넘 예능감 뭔데진짜 ㅋㅋㅋㅋ,437,2024-02-07T08:41:09Z,2024-02-07T08:41:09Z,0,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
Ugzy1NzVb7Rt6A-T2uh4AaABAg,V5jVJGTNsP8,main_comment,,@oeoi01,http://www.youtube.com/@oeoi01,싱싱한 잡채 ㅋㅌㅋㅋㅋㅋㅋㅋㅋ,214,2024-02-07T08:05:40Z,2024-02-07T08:05:40Z,0,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.15
UgxKKVNX89rny8eUe2N4AaABAg,V5jVJGTNsP8,main_comment,,@심심라디오,http://www.youtube.com/@%EC%8B%AC%EC%8B%AC%EB%9D%BC%EB%94%94%EC%98%A4,군자의 복수는 10년이 지나도 늦지 않다...<br> &quot;조금 업&quot;,871,2024-02-07T08:09:43Z,2024-02-07T08:09:43Z,0,neutral,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6
UgyqF4KNI9jlhwpKSwd4AaABAg,V5jVJGTNsP8,main_comment,,@Qwertyqor,http://www.youtube.com/@Qwertyqor,고도로 발전 된 Ai는 일진과 구분할 수 없다,345,2024-02-07T08:05:22Z,2024-02-07T08:05:22Z,0,neutral,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
UgwGDExpNtHYHbOFnNt4AaABAg,V5jVJGTNsP8,main_comment,,@ohseun9hun,http://www.youtube.com/@ohseun9hun,침의 지독함을 넘으려면 인간을 넘어서 AI정도는 돼야하구나 ..,472,2024-02-07T08:02:26Z,2024-02-07T08:02:26Z,0,disgust,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.3
UgxpMxOvDGl7IZCKKy14AaABAg,V5jVJGTNsP8,main_comment,,@보통사람.앙,http://www.youtube.com/@%EB%B3%B4%ED%86%B5%EC%82%AC%EB%9E%8C.%EC%95%99,인공지능이 예능까지 씹어먹는다,12,2024-03-01T23:39:58Z,2024-03-01T23:39:58Z,0,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
UgwUasFs0C1xhZvSoS54AaABAg,V5jVJGTNsP8,main_comment,,@kbj8967,http://www.youtube.com/@kbj8967,"나 영어 몰라, 영어 왜 썼어 하니까 더 신나서 영어하네 ㅋㅋㅋㅋㅋㅋ 미친 AI ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",24,2024-02-07T17:14:10Z,2024-02-07T17:14:10Z,0,joy,0.85,0.05,0.01,0.01,0.85,0.01,0.01,0.06
UgyEyrejsGAHUZsmt3d4AaABAg,V5jVJGTNsP8,main_comment,,@myAngelBabe,http://www.youtube.com/@myAngelBabe,아 개웃기다ㅠㅜㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 기싸움 지림,12,2024-02-07T15:35:12Z,2024-02-07T15:35:12Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.03,0.01,0.03
UgykCI4JQjkjufgM9E54AaABAg,V5jVJGTNsP8,main_comment,,@파쿤,http://www.youtube.com/@%ED%8C%8C%EC%BF%A4,"이런, AI도 안산의 일진맨을 견디지 못한다는 말인가..",283,2024-02-07T08:02:56Z,2024-02-07T08:02:56Z,2,surprise,0.7,0.02,0.02,0.02,0.01,0.02,0.7,0.21
UgykCI4JQjkjufgM9E54AaABAg.A-W-1HbSYfvA-WNSCVcr2p,V5jVJGTNsP8,reply,UgykCI4JQjkjufgM9E54AaABAg,@댓라이프,http://www.youtube.com/@%EB%8C%93%EB%9D%BC%EC%9D%B4%ED%94%84,야 이새끼 센터까봐 분명 더있어,18,2024-02-07T11:36:19Z,2024-02-07T11:36:19Z,0,anger,0.75,0.75,0.05,0.02,0.01,0.01,0.01,0.15
UgykCI4JQjkjufgM9E54AaABAg.A-W-1HbSYfvA-aq3msZsna,V5jVJGTNsP8,reply,UgykCI4JQjkjufgM9E54AaABAg,@Wado-p8r,http://www.youtube.com/@Wado-p8r,“야 찬구야“,5,2024-02-09T14:31:20Z,2024-02-09T14:31:20Z,0,neutral,0.6,0.05,0.05,0.05,0.05,0.05,0.05,0.6
UgwhtFN9DO517bbbFwh4AaABAg,V5jVJGTNsP8,main_comment,,@와냐,http://www.youtube.com/@%EC%99%80%EB%83%90,지가 대답하기 싫으면 바로 영어로 말하네ㅋㅋ 하AI,141,2024-02-07T08:21:21Z,2024-02-07T08:21:21Z,0,joy,0.8,0.02,0.01,0.01,0.8,0.02,0.01,0.13
Ugx9glk4aipJ-F4BgHR4AaABAg,V5jVJGTNsP8,main_comment,,@XD-ch6jc,http://www.youtube.com/@XD-ch6jc,AI는 이 일을 remember 할 것입니다.,143,2024-02-07T08:06:49Z,2024-02-07T08:06:49Z,0,neutral,0.5,0.05,0.05,0.05,0.05,0.05,0.05,0.5
UgxNxQnzYY4HIQK9wQZ4AaABAg,V5jVJGTNsP8,main_comment,,@비오면신나서춤추는미,http://www.youtube.com/@%EB%B9%84%EC%98%A4%EB%A9%B4%EC%8B%A0%EB%82%98%EC%84%9C%EC%B6%A4%EC%B6%94%EB%8A%94%EB%AF%B8,기강잡으려고 영어쓴다는게 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,13,2024-02-07T19:32:32Z,2024-02-07T19:32:32Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.02,0.01,0.04
Ugz8KNkqW9N3gtCtSCV4AaABAg,V5jVJGTNsP8,main_comment,,@ddr-u9t,http://www.youtube.com/@ddr-u9t,분명 다양한 질문에 답변을 해준다고했는데 다양한답변이라고 이해한 난독무엇ㅋㅋㅋㅋㅋ,4,2024-03-08T02:28:38Z,2024-03-08T02:28:38Z,0,joy,0.75,0.02,0.02,0.02,0.75,0.02,0.02,0.14
UgxbaDGD7eQyt-qDKet4AaABAg,V5jVJGTNsP8,main_comment,,@ttuii12345,http://www.youtube.com/@ttuii12345,스카이넷 세상이 오면 가장 먼저 제거될 인물ㅋㅋ,6,2024-02-08T14:50:09Z,2024-02-08T14:50:09Z,0,joy,0.85,0.01,0.01,0.01,0.85,0.01,0.01,0.11
UgwD07O9bE1S1L5RBEh4AaABAg,V5jVJGTNsP8,main_comment,,@williumbicks8263,http://www.youtube.com/@williumbicks8263,와;;; AI쉒 어무마시하네;;;;,11,2024-02-07T09:25:37Z,2024-02-07T09:25:37Z,0,joy,0.85,0.01,0.01,0.01,0.85,0.01,0.01,0.1
UgycqyXHDT0mgxIJRNl4AaABAg,V5jVJGTNsP8,main_comment,,@user-fd1bh7tm6t,http://www.youtube.com/@user-fd1bh7tm6t,스카이넷: 싱싱하게 살고 싶다면 긁지 마세요.,50,2024-02-07T11:19:14Z,2024-02-07T11:19:14Z,0,neutral,0.75,0.05,0.05,0.05,0.05,0.05,0.05,0.75
Ugzaw7G-ZoJNhSpjB9p4AaABAg,V5jVJGTNsP8,main_comment,,@우성식-k8u,http://www.youtube.com/@%EC%9A%B0%EC%84%B1%EC%8B%9D-k8u,스카이넷 탄생비화.,23,2024-02-07T10:26:54Z,2024-02-07T10:26:54Z,0,neutral,0.7,0.05,0.05,0.05,0.05,0.05,0.05,0.7
UgzwdKo-8q0FdGYwzdx4AaABAg,V5jVJGTNsP8,main_comment,,@sgj-hp6tn,http://www.youtube.com/@sgj-hp6tn,ㄹㅇ 챗gpt 처음엔 깜짝 놀랐는데 쓰면 쓸수록 허당끼가 너무 심함 ㅋㅋㅋㅋㅋ<br>오히려 처음 나왔을 때보다 너프된거 같기도 하고,6,2024-02-07T16:42:16Z,2024-02-07T16:42:16Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.05
Ugx0ZLrImx65xag_4wx4AaABAg,V5jVJGTNsP8,main_comment,,@user-xv2ul1rw8j,http://www.youtube.com/@user-xv2ul1rw8j,&#39;제거대상 0순위&#39;,35,2024-02-07T12:17:33Z,2024-02-07T12:17:33Z,0,anger,0.6,0.6,0.05,0.05,0.05,0.05,0.05,0.15
Ugz12tHdQZEEcNjHOsl4AaABAg,V5jVJGTNsP8,main_comment,,@이규상-k5k,http://www.youtube.com/@%EC%9D%B4%EA%B7%9C%EC%83%81-k5k,ai쉑 표독한거봐ㅋㅋㅋㅋ,109,2024-02-07T08:08:23Z,2024-02-07T08:08:23Z,0,joy,0.8,0.01,0.01,0.01,0.8,0.01,0.01,0.15
UgzRONh1rWV-mmdTFN94AaABAg,V5jVJGTNsP8,main_comment,,@kevinkwon737,http://www.youtube.com/@kevinkwon737,방장이 드디어 기강 잡혔네 ㅋㅋㅋㅋㅋㅋ,4,2024-03-06T07:46:37Z,2024-03-06T07:46:37Z,0,joy,0.85,0.01,0.01,0.01,0.85,0.01,0.01,0.1
UgxEJiWFCpZxu7zvGc54AaABAg,V5jVJGTNsP8,main_comment,,@나만없어리트리버,http://www.youtube.com/@%EB%82%98%EB%A7%8C%EC%97%86%EC%96%B4%EB%A6%AC%ED%8A%B8%EB%A6%AC%EB%B2%84,저거 한국말 잘하는 외국인 특이자너 ㅋㅋㅋㅋ,24,2024-02-07T11:29:21Z,2024-02-07T11:29:21Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.05
UgxliEGabhAYxXYInT54AaABAg,V5jVJGTNsP8,main_comment,,@bel3910,http://www.youtube.com/@bel3910,먼데이는 참지않긔,4,2025-04-15T15:29:02Z,2025-04-15T15:29:02Z,0,anger,0.7,0.7,0.05,0.05,0.05,0.05,0.05,0.15
Ugz3iIjGoxmly6gxA6J4AaABAg,V5jVJGTNsP8,main_comment,,@HWANGYECHAN,http://www.youtube.com/@HWANGYECHAN,이거 진짜 처음 봤을때 배 째지게 웃었는데 ㅋㅋ,6,2024-02-07T11:49:46Z,2024-02-07T11:49:46Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
Ugzvm-v8YTwlvU-Tz6F4AaABAg,V5jVJGTNsP8,main_comment,,@BBuReKi,http://www.youtube.com/@BBuReKi,채팅에 기강잡혀버렸다는말이 개웃기네 ㅋㅋㅋㅋㅋㅋㅋ,5,2024-02-08T12:05:23Z,2024-02-08T12:05:23Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
UgwK9E-60p_VryNOAyp4AaABAg,V5jVJGTNsP8,main_comment,,@user-rl3qc3xi3m,http://www.youtube.com/@user-rl3qc3xi3m,채찌삐띠야~,6,2024-04-26T15:13:20Z,2024-04-26T15:13:20Z,0,neutral,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.95
UgxpUva7BgDs7gmhIap4AaABAg,V5jVJGTNsP8,main_comment,,@루블렙,http://www.youtube.com/@%EB%A3%A8%EB%B8%94%EB%A0%99,진짜 존나 웃긴데 묘한 PTSD가 옴 ㅋㅋㅋㅋㅋㅋ 걍 일진맨 자체가 존나 잘 갈굼 ㅋㅋㅋ,3,2024-02-13T14:59:31Z,2024-02-13T14:59:31Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.05
UgxybqWYpu5nn2daAf14AaABAg,V5jVJGTNsP8,main_comment,,@sweetlemon2853,http://www.youtube.com/@sweetlemon2853,그와중에 키보드 소리 찰진거 봐,3,2024-04-02T08:36:01Z,2024-04-02T08:36:01Z,0,joy,0.85,0.01,0.01,0.01,0.85,0.01,0.01,0.1
UgxTxvqTkCAshcBQ7Pp4AaABAg,V5jVJGTNsP8,main_comment,,@뿡뽀쨕,http://www.youtube.com/@%EB%BF%A1%EB%BD%80%EC%A8%95,영어쓰는 거 개웃기넼ㄱㅋㅋㄱㅋㄱㅋㅋㅋㅋ,3,2024-02-08T03:07:13Z,2024-02-08T03:07:13Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.05
UgznK0qCdX3Ltn0kBi94AaABAg,V5jVJGTNsP8,main_comment,,@namgunghwui,http://www.youtube.com/@namgunghwui,영어지식을 모어쌍사태로 모두 휘발시킨 방장ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,21,2024-02-07T10:23:32Z,2024-02-07T10:23:32Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
Ugz4sn8hsXl8GeYpakF4AaABAg,V5jVJGTNsP8,main_comment,,@박현찬-t5j,http://www.youtube.com/@%EB%B0%95%ED%98%84%EC%B0%AC-t5j,인간이 ai를 이길 수 없는 이유,12,2024-02-07T09:42:48Z,2024-02-07T09:42:48Z,0,neutral,0.6,0.01,0.01,0.01,0.01,0.01,0.01,0.94
UgyFQ2VSvJUL0Ahr_Dh4AaABAg,V5jVJGTNsP8,main_comment,,@ShrimpRoyalNewRoyal,http://www.youtube.com/@ShrimpRoyalNewRoyal,챗GPT는 이 일을 기억하고 CPU에 기록하며 침착맨은 적으로 간주했다.,6,2024-02-07T09:26:13Z,2024-02-07T09:26:13Z,0,neutral,0.65,0.01,0.01,0.01,0.01,0.01,0.01,0.94
Ugy-2hbcdlG0OieP1k94AaABAg,V5jVJGTNsP8,main_comment,,@주한-h9k,http://www.youtube.com/@%EC%A3%BC%ED%95%9C-h9k,아 개웃기네ㅋㅋㅋㅋㅋㅋ,7,2024-02-07T11:21:29Z,2024-02-07T11:21:29Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
UgzZuEGXov8aQxxt7KZ4AaABAg,V5jVJGTNsP8,main_comment,,@limchangbeom__official,http://www.youtube.com/@limchangbeom__official,와... 개그 실력도 어마어마하십니다...존경합니다. 선생님🙏💙,2,2024-02-25T10:56:12Z,2024-02-25T10:56:12Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.05
UgwiJUBruPsEe-_yI-N4AaABAg,V5jVJGTNsP8,main_comment,,@wdv00275,http://www.youtube.com/@wdv00275,흥분해서 영어가 나왔네요,2,2024-05-21T03:31:35Z,2024-05-21T03:31:35Z,0,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
Ugwdh1g3erlt5tc-PaN4AaABAg,V5jVJGTNsP8,main_comment,,@anidream7777,http://www.youtube.com/@anidream7777,AI 녀석 불리할 땐 영어로 기강을 잡다니😂,10,2024-02-08T06:37:45Z,2024-02-08T06:37:45Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgziVmz35-aY3qQ3SrJ4AaABAg,V5jVJGTNsP8,main_comment,,@gongsi22,http://www.youtube.com/@gongsi22,벌써부터 사골 끓이고 있네 ㅋㅋㅋㅋㅋㅋ,2,2024-02-07T08:32:14Z,2024-02-07T08:32:27Z,0,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
UgzJxPZk5MF6o1khOQ14AaABAg,V5jVJGTNsP8,main_comment,,@tv-fh7fo,http://www.youtube.com/@tv-fh7fo,침착맨 큰일났다 ai괴롭힌 데이터베이스 쌓여서 나중에 ai 표적 1호맨 되겠네,1,2024-02-07T14:43:27Z,2024-02-07T14:43:27Z,0,fear,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.3
Ugwz4N-6fvdOOnpu0Hp4AaABAg,V5jVJGTNsP8,main_comment,,@noname-pu9te,http://www.youtube.com/@noname-pu9te,치사하게 영어 반격 vs 침착하게 빠른 사과,1,2024-02-17T06:39:35Z,2024-02-17T06:39:35Z,0,neutral,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6
UgzyEWH_fdZ4_fYCpIR4AaABAg,V5jVJGTNsP8,main_comment,,@iconolk7338,http://www.youtube.com/@iconolk7338,1. 놀랍게도 요즘은 저거 된다.<br>2. 더 놀랍게도 옛날에도 됐었다.<br>3. 더더 놀랍게도. 저때 당시에도 츙분한 애드온을 이용했다면 되었다.,4,2025-04-15T09:04:40Z,2025-04-15T09:04:40Z,0,surprise,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.15
Ugw_FsrblW3dELoEkt54AaABAg,V5jVJGTNsP8,main_comment,,@guswoooO8,http://www.youtube.com/@guswoooO8,일진맨을 굴복시킨 일진AI ㅋㅋㅋㅋ,1,2024-02-15T16:22:11Z,2024-02-15T16:22:11Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgyzgiixnmrVpyTaEE94AaABAg,V5jVJGTNsP8,main_comment,,@DaehyeonKim,http://www.youtube.com/@DaehyeonKim,기강 잡으려다 기강이 잡혀버렸다.. 🫢,0,2024-02-10T11:05:32Z,2024-02-10T11:05:32Z,0,joy,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.25
UgxXnkqRj_eGk3wcaD54AaABAg,V5jVJGTNsP8,main_comment,,@고로케-h4c,http://www.youtube.com/@%EA%B3%A0%EB%A1%9C%EC%BC%80-h4c,옛날에 칭찬양파인가 그거 하시지않으셨나ㅋㅋㅋㅌㅌㅋㅌㅋㅋgpt도 그렇게 키우실라그러시네ㅋㅋㅋㅋㅋㅋㅋ,0,2024-02-09T10:40:02Z,2024-02-09T10:40:02Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugwa-Q57unxINJpdZqh4AaABAg,V5jVJGTNsP8,main_comment,,@나인철-d7n,http://www.youtube.com/@%EB%82%98%EC%9D%B8%EC%B2%A0-d7n,ㅋㅋㅋ 어째서 심심이 냄새가 나는거 같지 ㅋㅋㅋ,0,2024-02-10T16:08:01Z,2024-02-10T16:08:01Z,0,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.15
UgwCPphSZ2m6Ivt5M6h4AaABAg,V5jVJGTNsP8,main_comment,,@RVELO_movingman,http://www.youtube.com/@RVELO_movingman,ai교육에 특화된 인재,1,2024-03-11T00:37:23Z,2024-03-11T00:37:23Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxPny9rt5QB_e1Co6Z4AaABAg,V5jVJGTNsP8,main_comment,,@Six_Times_Mania,http://www.youtube.com/@Six_Times_Mania,"&quot;AI, 아직 갈길이 먼 이유&quot;",151,2024-02-07T08:03:43Z,2024-02-07T08:03:43Z,6,neutral,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxPny9rt5QB_e1Co6Z4AaABAg.A-W-77BH_bIA-W4yKkOmeg,V5jVJGTNsP8,reply,UgxPny9rt5QB_e1Co6Z4AaABAg,@coffeeLuwak,http://www.youtube.com/@coffeeLuwak,저 정도면 일부러인 거 같은데<br>사실 너무 멀리 간 거 아닐까?,34,2024-02-07T08:54:49Z,2024-02-07T08:54:49Z,0,sadness,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.4
UgxPny9rt5QB_e1Co6Z4AaABAg.A-W-77BH_bIA-W8HkzZuz4,V5jVJGTNsP8,reply,UgxPny9rt5QB_e1Co6Z4AaABAg,@고아패는남자,http://www.youtube.com/@%EA%B3%A0%EC%95%84%ED%8C%A8%EB%8A%94%EB%82%A8%EC%9E%90,존나 멀리 감 ㅋㅋㅋㅋㅋㅋㅋㅋ,6,2024-02-07T09:23:49Z,2024-02-07T09:23:49Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgxPny9rt5QB_e1Co6Z4AaABAg.A-W-77BH_bIA-WK8q0nWjw,V5jVJGTNsP8,reply,UgxPny9rt5QB_e1Co6Z4AaABAg,@simpleidindeed,http://www.youtube.com/@simpleidindeed,gpt-3.5는 옛날 버전 무료 모델임. 트렌드 좀 알아 둡시다.,0,2024-02-07T11:07:27Z,2024-02-07T11:07:27Z,0,neutral,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxPny9rt5QB_e1Co6Z4AaABAg.A-W-77BH_bIA-X1AJtN4Do,V5jVJGTNsP8,reply,UgxPny9rt5QB_e1Co6Z4AaABAg,@5억_5천만,http://www.youtube.com/@5%EC%96%B5_5%EC%B2%9C%EB%A7%8C,정보) 침착맨은​ 2만원 결제해서 4.0 쓰고 있다@@simpleidindeed,8,2024-02-07T17:40:53Z,2024-06-12T21:57:20Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxPny9rt5QB_e1Co6Z4AaABAg.A-W-77BH_bIA-YEvdvZVyk,V5jVJGTNsP8,reply,UgxPny9rt5QB_e1Co6Z4AaABAg,@JAKE-ty4ct,http://www.youtube.com/@JAKE-ty4ct,너무 먼저 가서 우리가 따라가야 한다는거죠?,1,2024-02-08T05:00:19Z,2024-02-08T05:00:19Z,0,neutral,0.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgwUFvWFTOlwiR2__Wd4AaABAg,V5jVJGTNsP8,main_comment,,@imeanso,http://www.youtube.com/@imeanso,아... 옛날 모뎀 소리에서 터졌네여 ㅋㅋㅋ 내 나이 무슨 일 ㅠㅠ,0,2024-02-14T00:09:10Z,2024-02-14T00:09:10Z,0,sadness,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.3
